norad_id,satellite_name,observation_start_utc,observation_end_utc,peak_elevation
8747,0 LES 9,2025-10-07T15:58:00Z,2025-10-07T15:59:30Z,38.76
38342,0 NIMIQ 6,2025-10-07T16:01:30Z,2025-10-07T16:03:00Z,38.13
28158,0 USA 176,2025-10-07T16:05:00Z,2025-10-07T16:06:30Z,43.08
16116,0 USA 11,2025-10-07T16:08:30Z,2025-10-07T16:10:00Z,47.12
23948,0 ARABSAT 2A,2025-10-07T16:12:00Z,2025-10-07T16:13:30Z,47.09
21805,0 USA 75,2025-10-07T16:15:30Z,2025-10-07T16:17:00Z,48.74
37809,0 SES 2,2025-10-07T16:19:00Z,2025-10-07T16:20:30Z,40.94
22205,0 GALAXY 7,2025-10-07T16:22:30Z,2025-10-07T16:24:00Z,50.17
62259,0 SIRIUS XM-9,2025-10-07T16:26:00Z,2025-10-07T16:27:30Z,42.17
10981,0 GEOS 2,2025-10-07T16:29:30Z,2025-10-07T16:31:00Z,42.06
26056,0 GALAXY 10R,2025-10-07T16:33:00Z,2025-10-07T16:34:30Z,49.7
22988,0 USA 99,2025-10-07T16:36:30Z,2025-10-07T16:38:00Z,52.35
14234,0 ARABSAT 1DR (TELSTAR 3A),2025-10-07T16:40:00Z,2025-10-07T16:41:30Z,51.63
21702,0 COSMOS 2155,2025-10-07T16:43:30Z,2025-10-07T16:45:00Z,51.4
28903,0 SPACEWAY 2,2025-10-07T16:47:00Z,2025-10-07T16:48:30Z,48.11
22871,0 INTELSAT 701,2025-10-07T16:50:30Z,2025-10-07T16:52:00Z,52.33
61503,0 HG-03,2025-10-07T16:54:00Z,2025-10-07T16:55:30Z,46.8
37826,0 QUETZSAT 1,2025-10-07T16:57:30Z,2025-10-07T16:59:00Z,46.89
29656,0 ETS 8,2025-10-07T17:01:00Z,2025-10-07T17:02:30Z,55.75
15873,0 INTELSAT 511,2025-10-07T17:04:30Z,2025-10-07T17:06:00Z,52.01
39616,0 AMAZONAS 4A,2025-10-07T17:08:00Z,2025-10-07T17:09:30Z,48.2
25126,0 HGS 1 (ASIASAT 3),2025-10-07T17:11:30Z,2025-10-07T17:13:00Z,59.17
35873,0 NIMIQ 5,2025-10-07T17:15:00Z,2025-10-07T17:16:30Z,48.83
40272,0 ARSAT 1,2025-10-07T17:18:30Z,2025-10-07T17:20:00Z,49.14
32387,0 RASCOM 1,2025-10-07T17:22:00Z,2025-10-07T17:23:30Z,59.65
40733,0 STARONE C4,2025-10-07T17:25:30Z,2025-10-07T17:27:00Z,49.83
43651,0 AEHF 4 (USA 288),2025-10-07T17:29:00Z,2025-10-07T17:30:30Z,50.82
24936,0 AMC-3 (GE-3),2025-10-07T17:32:30Z,2025-10-07T17:34:00Z,56.92
49332,0 SES 17,2025-10-07T17:36:00Z,2025-10-07T17:37:30Z,50.7
43087,0 ANGOSAT 1,2025-10-07T17:39:30Z,2025-10-07T17:41:00Z,58.14
41382,0 EUTE 65W,2025-10-07T17:43:00Z,2025-10-07T17:44:30Z,51.2
32768,0 STAR ONE C2,2025-10-07T17:46:30Z,2025-10-07T17:48:00Z,51.81
41103,0 CHINASAT 1C,2025-10-07T17:50:00Z,2025-10-07T17:51:30Z,58.09
43562,0 TELSTAR 19V,2025-10-07T17:53:30Z,2025-10-07T17:55:00Z,51.51
22931,0 THAICOM 1,2025-10-07T17:57:00Z,2025-10-07T17:58:30Z,62.53
39008,0 ECHOSTAR 16,2025-10-07T18:00:30Z,2025-10-07T18:02:00Z,51.69
20040,0 SUPERBIRD A,2025-10-07T18:04:00Z,2025-10-07T18:05:30Z,46.68
19548,0 TDRS 3,2025-10-07T18:07:30Z,2025-10-07T18:09:00Z,48.1
15385,0 SPACENET 2,2025-10-07T18:11:00Z,2025-10-07T18:12:30Z,49.51
38749,0 INTELSAT 21,2025-10-07T18:14:30Z,2025-10-07T18:16:00Z,51.9
26052,0 USA 148,2025-10-07T18:18:00Z,2025-10-07T18:19:30Z,60.26
33596,0 EXPRESS MD1,2025-10-07T18:21:30Z,2025-10-07T18:23:00Z,61.9
40384,0 INMARSAT 5-F2,2025-10-07T18:25:00Z,2025-10-07T18:26:30Z,51.87
25153,0 INMARSAT 3-F5,2025-10-07T18:28:30Z,2025-10-07T18:30:00Z,61.2
25638,0 ARABSAT 3A,2025-10-07T18:32:00Z,2025-10-07T18:33:30Z,58.89
39168,0 WGS 5 (USA 243),2025-10-07T18:35:30Z,2025-10-07T18:37:00Z,51.87
25312,0 BSAT-1B,2025-10-07T18:39:00Z,2025-10-07T18:40:30Z,60.46
39120,0 SBIRS GEO 2 (USA 241),2025-10-07T18:42:30Z,2025-10-07T18:44:00Z,55.37
34264,0 RADUGA 1-8,2025-10-07T18:46:00Z,2025-10-07T18:47:30Z,59.41
24916,0 INTELSAT 5 (PAS 5),2025-10-07T18:49:30Z,2025-10-07T18:51:00Z,59.54
43175,0 SES 14,2025-10-07T18:53:00Z,2025-10-07T18:54:30Z,51.88
7544,0 INTELSAT 4-F8,2025-10-07T18:56:30Z,2025-10-07T18:58:00Z,42.99
27807,0 GSAT 2,2025-10-07T19:00:00Z,2025-10-07T19:01:30Z,56.94
36097,0 INTELSAT 14,2025-10-07T19:03:30Z,2025-10-07T19:05:00Z,51.9
39504,0 TDRS 12,2025-10-07T19:07:00Z,2025-10-07T19:08:30Z,51.61
41945,0 INTELSAT 32E,2025-10-07T19:10:30Z,2025-10-07T19:12:00Z,51.9
32258,0 WGS F1 (USA 195),2025-10-07T19:14:00Z,2025-10-07T19:15:30Z,52.02
24748,0 DIRECTV 6 (TEMPO 2),2025-10-07T19:17:30Z,2025-10-07T19:19:00Z,49.71
39172,0 SES 6,2025-10-07T19:21:00Z,2025-10-07T19:22:30Z,51.89
10143,0 HIMAWARI 1 (GMS 1),2025-10-07T19:24:30Z,2025-10-07T19:26:00Z,43.9
28526,0 NSS 10 (AMC-12),2025-10-07T19:28:00Z,2025-10-07T19:29:30Z,56.83
20499,0 RADUGA 25,2025-10-07T19:31:30Z,2025-10-07T19:33:00Z,39.87
34111,0 TELSTAR 11N,2025-10-07T19:35:00Z,2025-10-07T19:36:30Z,51.89
7250,0 WESTAR 1,2025-10-07T19:38:30Z,2025-10-07T19:40:00Z,43.26
41942,0 HISPASAT 36W-1,2025-10-07T19:42:00Z,2025-10-07T19:43:30Z,51.89
41434,0 BEIDOU IGSO-6,2025-10-07T19:45:30Z,2025-10-07T19:47:00Z,81.21
65486,0 SHIYAN 29,2025-10-07T19:49:00Z,2025-10-07T19:50:30Z,81.21
634,0 SYNCOM 2 (A 26),2025-10-07T19:52:30Z,2025-10-07T19:54:00Z,71.2
20558,0 ASIASAT 1,2025-10-07T19:56:00Z,2025-10-07T19:57:30Z,68.81
37384,0 BEIDOU 8,2025-10-07T19:59:30Z,2025-10-07T20:01:00Z,68.68
23680,0 LUCH 1,2025-10-07T20:03:00Z,2025-10-07T20:04:30Z,68.55
21873,0 USA 78,2025-10-07T20:06:30Z,2025-10-07T20:08:00Z,68.49
22694,0 HGS 4 (GALAXY 4),2025-10-07T20:10:00Z,2025-10-07T20:11:30Z,68.46
41241,0 IRNSS 1E,2025-10-07T20:15:00Z,2025-10-07T20:16:30Z,68.44
15308,0 GALAXY 3,2025-10-07T20:18:30Z,2025-10-07T20:20:00Z,68.24
23448,0 RADUGA 32,2025-10-07T20:22:00Z,2025-10-07T20:23:30Z,68.01
22836,0 RADUGA 30,2025-10-07T20:25:30Z,2025-10-07T20:27:00Z,67.98
25045,0 KUPON,2025-10-07T20:29:00Z,2025-10-07T20:30:30Z,67.97
20643,0 INSAT 1D,2025-10-07T20:32:30Z,2025-10-07T20:34:00Z,67.76
21111,0 COSMOS 2133,2025-10-07T20:36:00Z,2025-10-07T20:37:30Z,67.28
14985,0 CHINASAT 5 (SPACENET 1),2025-10-07T20:39:30Z,2025-10-07T20:41:00Z,67.23
23327,0 ELEKTRO (GOMS),2025-10-07T20:43:00Z,2025-10-07T20:44:30Z,67.22
15237,0 TELSTAR 302,2025-10-07T20:46:30Z,2025-10-07T20:48:00Z,67.17
26394,0 COSMOS 2371,2025-10-07T20:50:00Z,2025-10-07T20:51:30Z,66.57
22245,0 GORIZONT 27,2025-10-07T20:53:30Z,2025-10-07T20:55:00Z,66.51
23613,0 TDRS 7,2025-10-07T20:57:00Z,2025-10-07T20:58:30Z,66.48
21906,0 GALAXY 5,2025-10-07T21:00:30Z,2025-10-07T21:02:00Z,66.43
20693,0 COSMOS 2085,2025-10-07T21:04:00Z,2025-10-07T21:05:30Z,66.42
17561,0 GOES 7,2025-10-07T21:07:30Z,2025-10-07T21:09:00Z,66.28
22210,0 EKRAN 20,2025-10-07T21:11:00Z,2025-10-07T21:12:30Z,66.22
21922,0 GORIZONT 25,2025-10-07T21:14:30Z,2025-10-07T21:16:00Z,66.09
25642,0 RADUGA 1-4,2025-10-07T21:18:00Z,2025-10-07T21:19:30Z,65.29
26892,0 COSMOS 2379,2025-10-07T21:21:30Z,2025-10-07T21:23:00Z,65.26
19344,0 COSMOS 1961,2025-10-07T21:25:00Z,2025-10-07T21:26:30Z,65.17
22723,0 HISPASAT 1B,2025-10-07T21:28:30Z,2025-10-07T21:30:00Z,65.15
25315,0 COSMOS 2350,2025-10-07T21:32:00Z,2025-10-07T21:33:30Z,64.83
19772,0 INTELSAT 515,2025-10-07T21:35:30Z,2025-10-07T21:37:00Z,64.62
23200,0 TURKSAT 1B,2025-10-07T21:39:00Z,2025-10-07T21:40:30Z,64.57
20777,0 EUTE 2-F1,2025-10-07T21:42:30Z,2025-10-07T21:44:00Z,64.54
21016,0 RADUGA 26,2025-10-07T21:46:00Z,2025-10-07T21:47:30Z,64.47
26477,0 RADUGA 1-5,2025-10-07T21:49:30Z,2025-10-07T21:51:00Z,63.97
22028,0 EUTE 2-F4,2025-10-07T21:53:00Z,2025-10-07T21:54:30Z,63.96
26388,0 TDRS 8,2025-10-07T21:56:30Z,2025-10-07T21:58:00Z,63.81
20946,0 GSTAR 4,2025-10-07T22:00:00Z,2025-10-07T22:01:30Z,63.48
20193,0 SIRIUS W (MARCOPOLO 1),2025-10-07T22:03:30Z,2025-10-07T22:05:00Z,62.31
14783,0 COSMOS 1540,2025-10-07T22:07:00Z,2025-10-07T22:08:30Z,62.22
21038,0 RADUGA 1-2,2025-10-07T22:10:30Z,2025-10-07T22:12:00Z,61.96
19330,0 INSAT 1C,2025-10-07T22:14:00Z,2025-10-07T22:15:30Z,61.13
24798,0 DFH-3 2,2025-10-07T22:17:30Z,2025-10-07T22:19:00Z,61.05
23522,0 HIMAWARI 5 (GMS 5),2025-10-07T22:21:00Z,2025-10-07T22:22:30Z,60.82
12309,0 ESIAFI 1 (COMSTAR 4),2025-10-07T22:24:30Z,2025-10-07T22:26:00Z,60.64
27400,0 ASTRA 3A,2025-10-07T22:28:00Z,2025-10-07T22:29:30Z,60.19
10855,0 OTS 2,2025-10-07T22:31:30Z,2025-10-07T22:33:00Z,59.92
14867,0 COSMOS 1546,2025-10-07T22:35:00Z,2025-10-07T22:36:30Z,59.89
31395,0 NIGCOMSAT 1,2025-10-07T22:38:30Z,2025-10-07T22:40:00Z,59.5
10294,0 SIRIO,2025-10-07T22:42:00Z,2025-10-07T22:43:30Z,58.67
23010,0 RADUGA 31,2025-10-07T22:45:30Z,2025-10-07T22:47:00Z,58.67
13974,0 RADUGA 12,2025-10-07T22:49:00Z,2025-10-07T22:50:30Z,58.45
25152,0 BRAZILSAT B3,2025-10-07T22:52:30Z,2025-10-07T22:54:00Z,58.45
25546,0 BONUM 1,2025-10-07T22:56:00Z,2025-10-07T22:57:30Z,58.07
28117,0 UFO 11 (USA 174),2025-10-07T22:59:30Z,2025-10-07T23:01:00Z,58.07
16526,0 STTW-1,2025-10-07T23:03:00Z,2025-10-07T23:04:30Z,57.94
20953,0 GORIZONT 22,2025-10-07T23:06:30Z,2025-10-07T23:08:00Z,57.91
23199,0 BRAZILSAT B1,2025-10-07T23:10:00Z,2025-10-07T23:11:30Z,57.7
19710,0 STTW-3,2025-10-07T23:13:30Z,2025-10-07T23:15:00Z,57.55
26724,0 XM-2,2025-10-07T23:17:00Z,2025-10-07T23:18:30Z,57.46
26695,0 SKYNET 4F,2025-10-07T23:20:30Z,2025-10-07T23:22:00Z,57.43
